# Yale Bright Star Catalogue 5 - converted by bsc5_converter.py
# RA_deg, Dec_deg, Vmag, BV
277.521250,4.065278,6.690,0.110
278.089167,-39.703889,5.160,0.080
277.398750,23.866111,5.900,-0.100
277.859583,-18.402778,5.140,0.000
276.496250,65.563611,4.820,1.190
277.857083,-10.795833,5.720,0.240
277.972083,-19.125000,6.680,1.130
278.253750,-39.892222,6.220,0.420
276.926250,59.549167,6.430,0.000
277.673333,20.815278,6.500,0.790
278.375833,-42.312500,4.640,1.010
278.347083,-38.720278,6.320,0.000
278.346250,-38.726111,5.650,-0.060
278.630000,-52.891944,6.220,1.250
277.768333,16.928611,5.770,0.040
278.086667,-14.644167,6.370,0.220
277.987500,-1.003056,5.940,0.160
278.029167,3.659722,6.430,-0.040
278.180417,-14.865556,5.500,1.970
278.490833,-33.016667,5.280,-0.110
278.472917,-24.032500,5.490,1.790
278.412500,-14.853611,5.760,0.040
278.345417,-5.911389,6.360,0.020
282.991250,-83.316389,7.160,1.260
278.636667,-24.222500,6.510,0.540
278.192500,23.616944,5.840,1.460
278.347083,8.268333,6.420,-0.030
278.207917,30.554167,5.480,-0.100
278.838750,-20.840833,6.480,0.280
278.760000,-10.977222,5.140,0.920
278.346250,30.892500,6.590,-0.120
278.998750,-29.699167,6.370,1.270
278.801667,-8.244167,3.850,1.330
278.047500,52.115556,6.560,-0.070
278.581667,20.466389,6.570,0.110
278.697917,10.891667,6.400,0.080
278.802500,18.203333,5.780,0.000
278.143750,57.045556,4.770,0.610
277.811667,65.436111,6.590,0.300
278.876667,23.605556,5.610,1.000
278.971667,16.975556,6.210,0.530
280.758750,-71.428056,4.010,1.140
278.486250,52.353611,5.360,1.090
278.806250,34.457778,6.100,-0.110
279.115833,9.122500,5.390,0.370
279.809583,-47.909722,5.860,0.230
279.162917,6.671944,5.450,0.370
279.476667,-21.397778,5.940,0.190
279.519167,-14.004722,6.470,0.210
279.627917,-23.505000,5.810,0.020
279.895833,-43.186111,5.370,1.680
279.302500,11.421667,6.420,-0.020
279.400000,-0.309444,5.750,0.070
281.955833,-77.867222,6.390,0.600
279.287500,16.198333,6.290,0.900
280.593750,-64.643056,6.370,0.150
279.155000,33.468889,5.420,-0.100
279.722500,-21.051944,5.860,0.680
279.598750,-3.193611,6.490,0.550
279.579583,-1.113333,6.660,0.420
279.234583,38.783611,0.030,0.000
279.587500,8.833889,6.400,1.320
279.190000,43.221944,6.200,0.240
280.905000,-64.551111,5.780,0.960
280.377500,-48.095000,6.490,1.220
277.437083,77.546944,5.640,1.180
280.002083,-7.790556,5.840,1.550
279.903750,5.264167,6.380,0.780
279.527083,39.668056,6.040,1.650
279.965000,7.358333,6.280,0.960
280.465000,-23.833333,6.230,0.230
281.362083,-64.871389,4.790,0.200
279.055417,65.488611,6.060,0.280
280.427083,-14.564167,6.420,0.810
281.297917,-61.095000,6.040,1.460
280.008333,30.849444,6.360,0.000
279.887917,40.935000,6.250,-0.060
279.389583,62.526667,5.740,-0.060
280.050833,38.367222,6.450,0.210
280.568333,-9.052500,4.720,0.350
280.945417,-38.323611,5.130,0.090
281.348750,-56.881667,6.220,1.380
280.730000,-19.283889,6.350,1.750
280.650417,-7.073333,6.150,1.000
276.038333,83.175278,6.170,0.050
281.032083,-36.718611,6.320,0.980
282.431250,-72.994722,6.060,0.000
279.970000,52.196111,6.000,-0.070
281.080833,-35.641944,4.870,-0.180
280.422083,31.617778,6.410,-0.040
281.238333,-39.686389,5.430,0.870
280.880417,-8.275278,4.900,1.120
280.533750,34.746667,6.470,-0.130
280.964167,-6.818611,6.310,0.480
281.206667,-25.011111,5.830,0.050
282.157500,-65.077778,5.730,0.240
281.746250,-50.094444,6.540,0.280
281.327917,-21.001389,6.360,0.450
281.414167,-26.990833,3.170,-0.110
281.207917,2.060000,5.020,-0.060
280.819583,39.300278,6.450,1.590
280.234583,62.749722,6.090,0.980
280.900417,36.556667,6.010,1.040
280.965000,31.926667,5.700,0.340
281.505000,-19.606389,6.420,1.650
281.585833,-22.392222,5.370,1.640
281.167500,23.589722,6.310,0.400
281.368333,5.499722,5.830,0.040
280.657917,55.539444,5.040,-0.090
281.935833,-40.406111,5.240,0.780
281.085000,39.670000,5.060,0.160
281.084583,39.671111,6.020,0.000
281.095417,39.613056,5.140,0.190
281.095417,39.612778,5.370,0.000
281.680417,-10.125000,5.710,0.590
281.193333,37.605000,4.360,0.190
281.200833,37.594444,5.730,0.280
281.398750,21.985000,6.510,0.020
281.618750,-0.961667,5.900,0.130
280.870833,53.871944,6.110,0.120
281.415417,20.546389,4.190,0.460
282.210417,-43.680000,5.490,0.130
281.793750,-4.747778,4.220,1.100
281.518750,26.662222,4.830,1.200
282.364167,-45.810278,5.810,0.900
281.870833,-5.705000,5.200,1.470
281.672500,18.705833,6.170,1.590
282.395833,-43.433889,5.610,-0.080
281.755417,18.181389,4.360,0.130
282.321667,-34.748611,6.620,1.080
281.230833,54.896667,6.230,0.820
282.188750,-18.601389,6.470,0.000
281.554167,41.441667,6.070,-0.130
283.054167,-62.187500,4.220,-0.140
281.075833,61.048056,5.990,0.960
282.011250,4.241389,6.210,1.510
282.397917,-19.142222,6.750,0.200
282.417083,-20.324722,5.240,1.410
282.068333,23.514167,6.150,0.490
281.745833,46.315000,6.520,0.070
281.989583,31.756944,6.060,-0.130
280.792500,70.792778,6.440,0.000
282.420833,-5.912778,5.990,1.600
281.679583,52.988056,5.880,-0.090
282.404583,0.835833,6.250,0.040
282.222500,19.328611,5.880,0.030
283.165000,-52.107500,5.170,0.940
282.710417,-22.162222,6.610,0.380
282.583333,-7.907500,6.800,3.090
281.916667,49.075000,6.400,0.000
282.310000,25.046389,6.590,0.000
283.112917,-46.595278,5.540,1.630
283.300417,-51.931111,6.310,-0.090
282.743750,-9.774167,5.830,0.610
283.260417,-48.360000,6.190,0.140
282.067083,48.767500,6.120,0.210
283.248333,-46.585833,6.190,0.030
282.433333,31.629167,6.640,0.020
282.690000,10.976389,6.550,0.000
282.441250,32.812778,5.910,-0.160
282.842083,-3.317778,6.100,0.300
282.470417,32.550833,5.250,0.080
283.118750,-26.650278,6.290,0.940
283.154167,-29.379444,6.130,1.350
283.173750,-30.734167,6.630,-0.050
282.520000,33.362778,3.450,0.000
284.237500,-67.233611,4.440,0.710
283.634583,-49.878611,6.600,0.080
283.007917,13.965556,6.140,0.000
283.257917,-9.576111,6.340,0.200
284.227917,-62.801111,6.480,1.530
282.899583,28.783611,6.180,1.180
283.068333,21.425278,5.480,-0.070
283.500417,-21.359722,5.690,1.230
282.902083,36.538611,6.090,-0.110
283.542500,-22.745000,4.830,1.410
281.444583,74.085556,5.270,0.920
283.029583,41.383333,6.280,-0.090
283.679583,-15.603056,5.100,0.170
283.779583,-22.671389,4.990,1.330
283.816250,-26.296667,2.020,-0.220
284.070417,-42.710556,5.360,1.000
282.895833,52.975000,5.510,0.840
281.592500,75.433889,5.350,0.050
282.800417,59.388333,4.660,1.190
283.879167,-16.376667,5.790,0.360
284.651667,-60.200556,5.140,1.370
284.002500,-23.173611,5.930,-0.020
284.168750,-37.343333,5.380,-0.140
285.014583,-66.653333,6.010,0.970
283.431667,36.971667,5.580,-0.150
283.555000,27.909444,5.620,1.350
283.687083,22.645000,4.590,0.780
284.615417,-52.938611,4.870,-0.050
283.864583,6.615278,5.570,1.040
284.394583,-39.823333,6.310,0.200
283.306667,50.708333,4.920,0.900
283.559583,41.225556,7.300,0.000
283.625833,36.898889,4.300,1.680
283.718750,33.968611,6.020,0.910
284.055000,4.203611,4.620,0.170
284.060833,4.201944,4.980,0.200
284.094583,-1.800000,6.220,-0.050
284.106667,2.471111,6.150,0.970
284.335417,-20.656389,5.080,0.130
283.717500,41.602778,5.440,1.030
284.016250,17.995000,6.630,-0.040
284.025833,18.105278,5.690,1.090
284.265417,-5.846111,4.830,1.080
284.432500,-21.106667,3.510,1.180
284.588750,-31.036111,6.120,1.350
284.680833,-37.107500,4.870,0.410
283.442917,57.486944,6.220,1.230
283.696250,48.859722,5.770,0.430
284.585417,-24.876667,6.620,0.080
284.796250,-39.534722,6.490,-0.040
283.833750,43.946111,4.040,1.590
284.319167,2.535278,5.570,0.000
284.602500,-22.529444,6.140,0.090
281.408750,79.942500,6.390,0.280
285.873750,-68.755278,5.880,0.560
284.256667,32.901389,5.220,0.590
284.599167,6.240278,6.210,0.460
284.861667,-18.566944,6.370,0.990
284.561250,17.360833,5.380,0.800
284.849167,-12.840556,5.530,-0.040
284.695417,13.906667,5.890,0.250
285.103333,-24.942222,6.360,1.250
285.263333,-37.060833,6.690,0.000
285.267917,-37.061944,6.400,-0.030
284.687917,19.794167,6.500,-0.040
284.773750,13.622500,5.230,0.530
284.822917,10.140833,6.750,0.250
284.507917,38.266111,5.890,-0.170
284.187500,57.815000,5.660,1.150
284.905833,15.068333,4.020,1.080
285.536250,-41.910000,6.230,0.000
284.735833,32.689444,3.240,-0.050
284.694167,40.679167,6.220,-0.160
283.599583,71.297222,4.820,1.150
284.939583,26.230556,5.270,1.240
285.407500,-22.695556,6.240,1.660
284.992083,22.814722,6.290,1.750
284.368333,58.225278,6.460,0.080
284.801250,39.217778,6.410,-0.170
285.389583,-15.282500,6.320,1.000
284.106667,65.258056,5.630,0.950
285.778750,-42.095278,4.750,-0.020
285.989167,-51.018611,5.930,1.240
284.322500,62.396667,6.450,0.930
285.003750,32.145556,4.930,1.470
285.420000,-5.738889,4.020,1.090
285.652917,-29.880278,2.600,0.080
285.615417,-24.846944,5.650,1.230
284.748333,50.809444,6.300,0.980
285.823750,-38.253333,5.740,0.320
285.272917,19.309722,6.390,0.000
283.388333,75.787500,6.220,0.000
285.344167,20.833611,6.690,0.020
285.079167,40.684167,6.650,0.000
285.322500,26.291389,5.690,-0.080
285.765833,-19.245278,6.050,1.290
285.230000,33.802222,6.010,0.970
285.779167,-19.103333,6.370,0.480
285.395417,25.025833,6.720,0.000
285.456250,22.263889,6.400,0.160
285.590000,8.374167,6.300,1.670
285.727083,-3.698889,5.420,0.000
285.057083,50.533611,5.380,-0.180
286.104583,-31.046944,5.500,0.030
285.451250,33.621389,6.390,-0.120
286.582917,-52.340833,5.160,0.530
285.884167,1.818889,5.830,0.180
285.360000,46.934722,5.010,0.190
285.719167,19.661111,6.090,1.340
286.170833,-21.741667,3.770,1.010
285.180833,55.658333,5.480,0.860
286.044583,3.330556,6.730,0.130
286.100833,-5.685000,6.900,4.190
287.469583,-68.424722,5.330,0.910
285.927083,21.267778,6.520,0.320
286.731667,-48.299167,5.970,-0.020
284.719167,69.531111,6.520,-0.150
286.240000,-4.031389,5.420,1.120
286.604583,-37.063333,4.930,0.520
286.604583,-37.063333,4.990,0.520
317.192500,-88.956389,5.470,0.270
285.529167,52.261111,6.310,1.000
286.421667,-15.660278,5.970,-0.020
286.327500,-1.512778,6.530,0.350
286.718750,-37.810278,6.160,0.720
287.217083,-55.720278,6.490,1.100
286.735000,-27.670556,3.320,1.190
286.352500,13.863333,2.990,0.010
286.562083,-4.882500,3.440,-0.090
286.241250,31.744444,5.560,1.540
286.242917,30.733333,6.060,1.550
286.717917,-16.228889,6.030,-0.040
286.878750,-28.636944,6.040,1.610
286.785417,-18.737778,6.290,-0.040
287.087083,-40.496667,4.590,1.090
286.592500,8.230000,6.090,1.600
286.446250,29.921667,6.310,1.650
286.787917,0.641667,6.560,0.050
287.060833,-24.656944,6.300,0.040
284.488333,77.050833,6.540,0.380
286.744167,11.071389,5.090,-0.070
287.069583,-19.290000,5.540,-0.110
286.660000,24.250833,5.770,0.090
286.230000,53.396667,5.380,-0.010
286.291250,49.923333,6.430,0.000
286.657083,28.628611,5.550,0.290
287.367917,-37.904444,4.110,0.040
287.415417,-39.828056,6.460,1.060
287.401667,-36.164722,6.560,-0.020
287.490833,-41.892500,5.880,-0.080
286.570833,41.413889,6.490,-0.150
287.507083,-39.340833,4.110,1.200
286.988750,16.853333,6.070,0.700
286.856667,32.501667,5.230,0.340
286.825417,36.100278,5.280,-0.110
287.015000,21.698889,6.230,0.400
287.440833,-21.023611,2.890,0.350
287.450417,-19.803611,6.130,1.160
287.249583,6.073333,5.220,0.350
287.167500,16.851389,6.480,0.520
287.757500,-39.005000,6.360,0.010
287.465000,-0.428056,6.340,-0.040
287.828750,-29.502222,6.300,-0.040
288.192083,-50.486389,6.130,0.950
287.268333,34.600556,6.740,0.630
288.040833,-37.582778,6.570,1.020
289.118750,-69.190556,6.270,0.170
287.107500,52.425556,5.810,1.090
288.116667,-21.658056,6.410,1.130
288.307083,-25.906667,5.800,1.380
289.300000,-66.661389,5.530,0.180
288.169583,-7.939444,5.340,0.130
287.878750,26.735833,6.360,0.410
288.665417,-45.193333,5.920,0.900
288.314583,-12.282500,5.510,1.440
287.941667,31.283333,5.980,-0.070
287.846250,40.429167,6.180,0.090
288.143333,16.846389,6.730,-0.010
288.152917,21.554444,5.930,0.030
288.427917,2.293611,5.150,-0.070
288.433750,5.515833,6.490,0.090
289.090417,-45.466389,5.400,1.350
287.440833,65.978611,6.250,0.000
288.888333,-24.179167,6.250,0.540
288.885000,-25.256667,4.850,0.560
288.019167,49.854167,6.750,0.650
288.020833,49.856111,6.570,0.650
287.918750,56.859167,5.120,1.010
289.136667,-33.521667,6.250,0.020
289.539167,-53.386667,6.380,0.490
288.439583,39.146111,4.390,-0.150
288.760833,20.203333,6.000,0.880
288.833750,15.083611,5.570,1.070
288.822500,21.232222,5.640,0.110
288.853333,30.526389,5.850,1.670
289.129167,4.834722,5.590,0.080
289.408750,-18.953056,4.960,1.020
288.987500,27.455556,6.540,-0.060
289.054167,21.390278,4.770,-0.050
289.111667,14.544722,5.630,-0.020
288.997500,27.926944,6.160,0.610
288.480000,57.705000,4.990,1.160
288.138750,67.661667,3.070,1.000
288.830417,50.070833,6.270,0.000
287.290833,76.560556,5.130,0.310
289.450833,2.031667,6.190,0.020
289.092083,38.133611,4.360,1.260
289.454167,11.595278,5.280,0.200
289.916667,-35.421389,5.590,-0.130
289.750417,-15.536389,6.060,1.430
289.431667,23.025556,5.430,0.020
289.635417,1.085278,5.100,1.150
291.022500,-68.371111,6.340,1.230
289.712083,0.339167,6.410,1.050
289.214167,46.999167,6.000,0.440
290.109167,-31.817778,6.580,1.670
289.503333,31.022222,6.680,0.080
289.719583,9.618056,6.320,1.050
289.702083,19.610556,6.580,0.030
290.158750,-22.402500,5.580,0.270
289.275833,53.368611,3.770,0.960
290.712917,-54.423611,5.050,0.020
290.374583,-34.983889,6.480,0.630
289.913750,12.374722,5.530,0.260
289.970833,11.535000,6.020,0.080
290.137083,-5.415833,5.010,0.920
290.540000,-42.016111,6.340,1.140
289.765833,33.388889,6.600,-0.190
290.148750,-0.892222,5.490,-0.040
290.659583,-44.458889,4.010,-0.100
289.755000,37.445278,6.220,-0.030
290.404583,-19.234167,6.260,-0.100
290.418333,-17.847222,3.930,0.220
289.657083,49.569722,6.310,1.120
290.431667,-15.955000,4.610,0.100
290.805000,-44.799722,4.290,0.340
290.462083,-18.308333,5.870,1.060
289.912083,37.330556,6.310,0.680
290.137917,35.186111,6.310,-0.120
290.586250,-8.201111,6.310,-0.100
290.971667,-40.616111,3.970,-0.100
290.589583,-0.252500,5.830,1.090
291.089167,-43.723056,6.170,1.600
289.902083,54.376111,6.260,0.030
288.887500,73.355556,4.450,1.250
290.769167,-7.400278,6.320,1.450
290.701667,9.913056,6.350,0.440
291.125417,-27.865556,6.040,-0.130
290.067083,57.645278,5.910,1.580
290.784167,14.921111,6.640,0.270
290.712083,26.262500,5.180,-0.120
290.639167,33.518056,6.060,1.030
291.267083,-29.309167,5.930,1.260
289.942083,64.390833,6.520,-0.040
291.318750,-24.508611,5.030,0.230
291.373750,-23.962222,5.430,1.430
290.945417,20.264444,6.400,0.010
290.355833,57.766944,6.430,0.000
291.256667,-4.884167,6.520,0.330
291.340000,-13.896944,5.690,1.430
290.891667,33.222222,6.370,0.810
291.092083,16.937778,6.250,0.080
291.950417,-54.325278,5.690,1.400
290.167083,65.714722,4.590,0.020
291.031667,29.621389,4.970,-0.100
291.242500,11.944444,5.160,0.770
291.093333,28.087778,6.530,-0.080
291.580000,-21.776667,5.590,1.220
291.025417,36.451944,6.360,0.000
291.374583,3.114722,3.360,0.320
291.546250,-15.053056,5.720,0.020
291.602500,-14.551111,6.700,0.050
291.735417,-29.743333,5.670,0.000
290.849167,50.271389,6.510,-0.080
290.985417,43.388056,5.840,0.920
292.795417,-68.433889,5.960,1.640
291.343333,20.271389,6.310,-0.020
291.369167,19.798611,5.160,0.980
291.357500,24.912778,6.190,0.510
291.629583,0.338611,4.660,0.600
292.469167,-55.441389,6.130,0.980
291.600417,13.023889,5.740,0.470
291.555000,20.097778,5.630,-0.010
291.619583,19.891389,5.810,1.550
292.349583,-43.445833,5.710,0.220
292.643750,-55.110000,6.300,0.450
259.236667,89.037778,6.380,1.570
291.537917,36.317778,5.150,-0.120
291.891250,14.282500,6.320,-0.060
292.086667,2.930278,5.850,0.010
292.467500,-26.985556,5.520,1.120
292.561250,-32.092222,6.600,0.390
292.254167,1.950278,5.800,0.080
291.444583,58.027222,6.600,-0.150
292.339583,-7.043889,6.610,1.100
291.902083,37.941111,6.340,-0.140
292.325000,0.246111,6.250,1.320
292.176250,24.665000,4.440,1.500
292.237500,24.768611,5.810,1.030
292.342083,14.595833,5.560,1.050
291.857917,52.320556,5.750,0.000
292.337083,20.279722,6.330,-0.100
292.725000,-21.312222,6.130,0.120
293.224167,-53.185833,5.750,0.300
292.543750,2.904167,6.090,1.820
291.610417,62.557222,6.380,1.390
292.665833,-2.788889,5.030,1.750
292.637917,3.444444,6.050,0.010
293.340000,-45.271944,5.610,-0.040
292.680417,27.959722,3.080,1.130
292.688750,27.965278,5.110,-0.100
292.695417,36.228611,6.250,-0.040
292.426250,51.729722,3.790,0.140
292.840833,26.617222,5.870,0.930
293.535417,-40.034722,5.890,0.090
290.417500,79.602778,6.050,0.070
293.804167,-48.099167,4.900,1.090
288.782500,83.462778,6.530,0.100
292.942917,34.453056,4.740,-0.140
292.830417,50.306667,5.530,1.250
292.806667,55.731944,6.370,1.160
293.522500,7.378889,4.450,1.170
293.780417,-10.560278,5.120,1.130
294.007083,-24.719167,5.650,0.190
293.874167,-7.460278,6.340,1.120
293.890000,-12.252778,6.270,1.090
294.607917,-57.983333,6.180,0.970
294.967083,-66.685556,6.390,0.020
293.401667,38.762222,6.610,0.030
293.645417,19.773333,5.000,-0.090
293.855000,2.913333,6.380,0.410
294.108750,-18.852778,6.110,0.270
294.176667,-24.883611,4.600,-0.070
293.712083,29.463056,5.380,0.550
293.423333,49.262500,5.960,1.640
294.263750,-18.231111,5.640,1.260
293.671667,42.412778,5.350,0.050
294.033333,11.150000,6.680,0.000
294.222917,-7.027500,4.950,0.000
294.180417,-1.286389,4.360,-0.080
293.292083,60.158611,6.290,1.570
294.065833,14.391667,6.380,1.040
292.750833,70.989444,6.070,1.410
293.582500,51.236667,5.730,0.480
294.034583,22.585833,6.320,-0.070
293.666250,48.164722,6.670,0.240
294.393333,-14.301667,5.470,0.500
295.406250,-65.854167,6.090,1.550
294.218750,11.273333,5.980,0.880
293.951250,36.944444,6.050,-0.110
294.157083,20.332778,7.140,1.320
295.076250,-54.417500,6.260,1.000
294.447083,-4.647500,5.460,0.430
294.925000,-45.278056,6.250,0.280
293.090000,69.661111,4.680,0.790
294.322500,16.462778,5.660,1.020
294.982083,-39.433333,6.610,0.230
293.982917,50.238611,6.520,1.060
294.289167,29.333611,6.430,-0.090
294.235833,38.383889,6.500,-0.150
294.157917,44.695000,5.170,0.930
294.110417,50.221111,4.480,0.380
294.955833,-23.427778,6.340,0.030
294.704167,3.381667,6.350,0.040
294.572917,20.782778,6.480,1.080
295.029583,-23.428611,5.970,1.040
294.798333,5.397778,5.170,0.030
294.855833,16.571389,6.380,2.070
295.180833,-16.293333,6.200,1.130
294.486250,49.284444,6.470,0.990
294.844167,30.153333,4.690,0.970
295.024167,18.013889,4.370,0.780
295.180417,-0.621111,5.670,0.110
294.937500,33.979167,6.100,0.080
295.117917,20.476667,6.500,0.390
294.860417,42.818333,5.400,-0.080
294.671667,54.973889,5.820,0.440
295.165417,23.717500,6.640,0.010
295.272917,13.815556,6.010,-0.080
294.893333,45.958056,6.200,0.900
295.262083,17.476111,4.370,1.050
295.629583,-16.123889,5.060,0.330
295.312083,22.452778,6.360,1.530
295.906667,-37.538889,6.160,0.010
295.171667,43.077778,6.160,1.560
295.553333,12.193333,6.340,-0.030
299.006250,-81.349722,6.390,1.400
295.209167,45.525000,5.060,0.400
295.889583,-15.470000,5.490,0.460
295.641667,11.826667,5.270,0.570
297.355417,-72.503333,5.410,0.220
295.489583,40.253889,6.230,0.180
295.054167,60.507222,6.510,0.220
295.704583,29.331667,6.490,0.330
295.685833,32.426667,5.940,0.110
295.453750,50.525278,5.960,0.640
295.466667,50.517500,6.200,0.660
295.789583,30.678611,6.050,0.000
295.928750,25.771944,5.490,0.930
296.505000,-31.908611,5.520,0.020
295.982917,27.135556,6.280,1.100
295.517083,55.463333,6.480,1.610
297.005000,-56.362500,5.350,0.200
296.142083,13.302778,6.260,-0.030
295.964167,34.162500,6.050,-0.060
297.472083,-66.812778,6.450,1.480
295.937500,41.773056,5.840,1.570
296.590417,-19.761111,4.860,0.930
296.467500,-2.883333,6.480,0.050
296.069167,37.354444,4.890,0.950
296.202917,29.264722,6.820,0.640
296.416250,7.613333,5.910,0.180
296.159167,34.413889,6.570,0.000
297.229583,-52.888056,6.250,1.130
295.810833,58.016389,6.220,0.560
296.204167,40.716667,6.340,1.640
297.755417,-65.605000,6.050,0.300
296.565000,10.613333,2.720,1.520
295.915000,57.042500,6.270,0.880
297.590417,-61.061389,6.210,-0.140
296.243750,45.130833,2.870,-0.030
296.415000,36.091111,6.430,-0.030
296.464167,35.012778,6.090,1.060
297.686667,-59.193056,5.420,0.080
297.012500,-13.703333,6.110,0.200
296.664583,25.133889,6.620,0.270
296.606667,33.727778,4.990,0.470
296.645833,32.888611,6.180,1.130
296.847083,18.534167,3.820,1.410
297.557500,-47.557222,5.940,1.700
297.298333,-28.788889,6.050,0.400
296.952500,25.383889,5.950,0.990
297.259167,-10.870833,6.040,1.240
297.126667,10.694167,6.440,0.960
296.865833,38.407500,5.770,-0.060
297.175417,11.815833,5.720,0.000
296.077083,69.336944,5.920,0.050
297.244583,19.142222,5.000,0.100
296.861667,47.907778,6.120,1.640
298.156667,-54.971111,5.740,0.920
298.162500,-54.976667,6.500,0.100
297.182917,35.311389,6.530,0.440
297.210833,33.437222,6.440,0.200
297.960833,-39.874444,5.330,-0.060
297.695000,-10.763611,5.390,0.380
297.572917,7.902500,6.510,-0.100
297.364583,38.710000,6.110,0.900
297.477500,28.440556,6.380,-0.060
297.695833,8.868333,0.770,0.220
298.668333,-61.170833,6.240,0.160
297.796250,-2.460833,6.130,1.570
297.756667,10.415556,5.110,0.550
298.050000,-19.045000,5.920,0.980
297.823750,9.630278,6.250,0.100
296.686250,68.438333,6.340,0.280
297.641250,32.914167,4.230,1.820
297.767083,22.610000,4.950,-0.140
297.641667,38.722500,5.120,1.690
297.655417,40.599722,5.690,-0.040
297.695833,37.826389,6.060,1.700
298.014583,11.628889,6.130,0.650
298.118333,1.005556,3.900,0.890
298.276667,-14.603056,6.480,0.140
298.065000,10.351389,6.540,-0.010
298.006667,24.992222,5.570,0.710
298.090833,18.671944,6.230,0.010
298.327917,-3.114444,5.650,0.200
297.657083,52.988056,5.030,1.280
297.830833,47.377222,6.200,0.360
298.573750,-23.941111,6.180,1.020
299.672083,-69.163889,5.750,0.230
298.344167,4.400556,6.530,0.020
298.815417,-41.868333,4.130,1.080
297.043333,70.267778,3.830,0.890
298.067917,36.432222,6.100,1.430
298.534167,-8.574167,5.790,1.640
298.771250,-33.046389,6.460,1.480
299.240417,-57.925556,6.530,1.530
299.275833,-58.901389,5.260,-0.010
299.720833,-68.762222,6.390,0.160
297.996250,47.027500,5.620,-0.070
300.147917,-72.910556,3.960,-0.030
298.030000,47.931944,5.910,-0.180
298.365417,24.079722,4.580,-0.060
298.656667,-8.227222,5.710,-0.080
298.658750,-8.237222,6.490,-0.040
298.562083,8.461389,4.710,1.050
298.686667,0.273611,5.610,0.100
298.960000,-26.299444,4.700,0.750
298.667917,7.140278,6.150,0.030
298.831667,-6.734167,6.510,0.390
298.255000,47.807500,6.290,-0.110
298.629583,24.319444,5.520,-0.020
298.828333,6.406667,3.710,0.860
300.095833,-66.949444,5.760,1.040
299.236667,-27.170000,4.520,1.460
299.422083,-38.058333,6.550,0.390
298.701250,36.996111,5.760,0.750
298.777083,30.195278,6.570,-0.080
298.322500,57.523611,5.140,-0.130
299.005417,16.634722,5.360,0.670
299.059583,11.423889,5.280,-0.010
298.397500,59.708889,6.060,0.020
300.468333,-66.944167,5.310,1.220
298.965417,38.486667,4.940,-0.080
299.487500,-15.491389,5.020,0.050
299.076667,35.083333,3.890,1.020
299.250833,20.998056,6.480,0.070
299.735000,-30.538056,6.280,1.050
299.738333,-26.195556,4.830,0.900
298.907500,52.438889,4.920,0.120
299.184167,36.250833,6.020,-0.150
300.105417,-49.351111,6.170,1.060
299.439167,16.789167,5.530,-0.050
299.934167,-35.276389,4.370,-0.150
299.963750,-34.697778,5.300,0.170
300.436250,-59.376111,5.130,1.530
298.842083,58.250278,6.090,1.020
300.110417,-43.043333,6.140,1.640
299.307917,40.368056,5.450,-0.100
300.066250,-37.702222,5.950,1.000
300.201250,-45.113056,5.810,0.280
300.084583,-33.703889,5.660,0.490
299.187917,50.902500,6.430,-0.010
298.980833,58.846111,4.960,1.590
299.079167,56.686944,6.120,0.000
299.689167,19.492222,3.470,1.570
299.844583,1.377778,6.170,1.130
299.947500,-9.958333,5.880,0.580
299.484167,42.260833,6.430,0.000
300.360000,-40.814167,6.290,0.110
299.658333,30.983611,5.490,-0.060
299.793750,23.101389,5.670,0.000
299.643333,38.105556,6.320,-0.090
300.349583,-22.737222,6.010,0.970
301.386667,-67.320833,6.070,0.640
300.013750,17.516667,5.370,1.670
299.835417,45.772222,5.920,0.160
299.980000,37.042778,5.190,-0.170
300.245417,8.558056,5.910,1.520
300.494167,-13.636944,5.710,0.080
300.664583,-27.709722,4.580,1.650
299.814167,52.055833,6.150,-0.190
300.889583,-37.940833,4.770,1.410
300.275417,27.753611,4.640,0.180
299.619583,63.534167,5.960,0.090
300.313750,37.098889,6.200,1.310
300.436250,24.800278,5.880,-0.120
300.505833,24.938056,5.220,0.360
300.934583,-22.595556,6.450,0.500
301.081667,-32.056389,4.990,1.210
300.340000,50.104722,5.050,1.110
301.005000,-7.469722,6.720,0.350
300.818333,18.500556,5.960,1.420
302.085417,-66.354722,6.450,1.580
300.875000,16.031389,5.670,-0.100
302.181667,-66.181944,3.560,0.760
299.674583,70.366944,6.330,0.880
301.096667,-0.709444,5.680,1.300
301.383750,-33.000000,6.530,-0.080
301.034583,7.278056,5.520,1.060
300.905833,29.896667,5.710,0.730
301.272500,-11.599444,6.340,0.520
301.025833,17.070000,5.800,0.610
301.846667,-52.880833,4.940,1.620
301.896250,-55.016389,6.260,0.530
301.360000,-12.665278,6.550,0.040
300.368750,64.821111,5.270,1.560
301.244167,23.210278,6.450,0.000
301.150417,32.218611,5.640,0.540
301.289583,19.991111,5.100,1.060
301.360417,15.500278,6.340,1.640
301.550833,-4.078333,6.470,1.160
300.584583,64.634444,6.570,0.000
301.290833,38.478333,6.190,0.640
301.120000,48.229722,6.160,0.040
300.704583,67.873611,4.510,1.320
299.902500,76.481389,6.200,1.610
301.277917,51.839444,6.140,1.600
301.722500,23.614444,5.070,-0.180
301.590833,35.972500,5.360,0.850
302.007500,-0.678333,5.990,1.020
302.780000,-57.523889,6.370,0.060
